Yorum;Etiket
"o kadar da abartilacak bi film degilmis pisman oldum gittigime, daha heyecanli olabilirdi. 
";negative
"oyuncu kadrosuyla olsun, kurgusuyla olsun, senaryosuyla olsun, film sahaneydi. herkese siddetle tavsiye ediyorum.. 
";positive
"cüneyt arkin filmleriyle alay edipte bu filmi begenenenin tek mantikli açiklamasi yabanci özentilikleri olabilir.verdigim puan sadece filmdeki kaliteli görsellige, senaryo da oyuncu seçimleri de son derece kötü. 
";negative
"kesinlikle ve kesinlkle bir tim burton filmi olmasi gerekiyodu.(!) buyuk bi istekle ve heyecanla izlemeye baslamama ragmen tam bi hayal kirikligydi.. 
";negative
"filmi izledim ve saçma sapan bir film olduguna kanaat getirdim. verdigim paraya acidim dogrusu... olsa olsa tv filmi olur. para vermeye degmez yaniii. tavsiye etmiyorum.... 
";negative
4 4lük bir film. filmin sonunu izledkten sonra bile parçalari yerlestrmeye devam ediyorusnz.;positive
"filmi izledim ama begenmedim çok kötü olmus bu film oyunculara yakismamais.... 
";negative
"illaha mesaj vermek için kendini yirtan bir film olmus.geçiniz . 
";negative
"tam anlamiyla mükemmel bir intikam filmi arkadaslar size bu filmi siddetle tavsiye ediyorum . 
";positive
"hayatimda izledigim en basarisiz filmlerden birisidir.ya ben sinemadan anlamiyorum ya da serdar akar  
";negative
"isledigi konu itibariyle (töre cinayetleri) dikkat çekmesine ragmen; çok kötü kurgu (filmin basi sonu ortasi belli degil) hiç mi hiç inadirici olmayan hikayesi, sadece magdur olan kiz haricinde oyuncularin çok kötü oyunculuklari yüzünden vasatin altinda bir film.. 
";negative
"film muhteseeeem diyenlere sakin aldalmayin ben öle bi hata yapip gittim ve muhtesemlikle alakasi yok tamamen zaman kaybi eger baslangici seyretmediyseniz onu tavsiye edebilirim özellik res muhtesem diyenlere. 
";negative
"izledigim en kötü animasyon ... zaman kaybi oldu benim için.... 
";negative
bence oldukça iyiydi halle berry nin ve benicio del toronun oyunculuklari çok basariliydi,dram tarzi seviyorsaniz izlemenizi öneririm.10 üzerinden 7,5. .;positive
"berbat kelimesi bile özetlemyor . 
";negative
"buzayli filmi izleyecegiz dedik ama çekimi kötü senaryo kötü yaratiklar biseye benzemiyo bence vakit kaybi .. 
";negative
kesinlikle bu puani hak eden bi film degil arkadaslar.sinema.com da bu filmin puani 8.4,imdb de ise 6.4!yasanmis bir hikayeden sinemaya uyarlanmis olmasi ekstra arti katiyor filme...bence gayet basarili we anlamli bi film.;positive
"gene klasik bir nuri bilge ceylan filmi.gene çok duragan.oturup film ne zaman biteecek diye düssünmemek elde degil.çok az sayida diyalog bir sahnenin bir fotograf karasi seklinde çok uzun sürmesi bile filmi begenmememin baslica sebepleri.renkler ve zevkler tartisilmaz.. 
";negative
ben bu filmi 7 kez izledim ve dönem ödevimi bunun üzerine yapacagim haika bir film her izledigimde agladim..;positive
"ölümde hayatin bir parçasi. run forrest run. sadece izleyin üzerine yorum dahi yapmaya hakkimizin olmadigi bir tom hanks oyunculuguyla birlikte mütis bir film. 
";positive
"gerçekten çok kaliteli ve güzel bir film.filmin islendigi ortam gayet güzel.. 
";positive
"muhtesem bir film bence zaten bu oyuncularla filmin etkileyici olmamasi beklenemez zaten. herkesin gitmesini kesinlikle tavsiye ederim.komediyle dram birlikte bu kadar iyi islenemez.... 
";positive
"cem davran varsa izlemeyin derim bu adamin bi numarasi yok  
";negative
"ne filmler çekiliyor ya degeri olmayan altioklar basarili degil. 
";negative
"heyecani hiç dinmeyen bir film.filme o kadar kendinizi kaptiriyorsunuz ki film bittiginde yoruldugunuzu hissediyorsunuz. animasyonlar tekno müzik berlin lola müthis. 
";positive
"allahim yarabbim töbe yarabbim bu kadar kötü film olmaz.bu kadar baskin motda konusmak dilerim sizin kararinizi degistirir ve filmi izletmez.kurgu açidan zayif, konu açidan romanin disina çikilmis bu film tam bir rezalet ve vasattir.ortada sefil diye biri yok.. 
";negative
90larin en iyi kült filmi.travolta ve jackson muhtesem oyunculuk çikartmis.izlenmezse çok sey kaçirilacak bir film..;positive
"tom aldigi oscari haketmis.bu film süper.muhtesem bir tom hanks klasigi.. 
";positive
serinin en iyi filmiydi.ama serinin ilk 2 filmi zaten facia oldugu için serinin en iyi filmi olmasi bir anlam ifade etmiyor.bütün hababam serilerinin aksine bu sefer hababam sinifi kötü durumda ve intikamini son 5 dakikada aliyorlar bu filme ancak  verebilirim..;negative
"seyredicem bir an önce bi çiksin da çünkü duydum adini cidden baya gzl bi filmmis burada yazan yorumlara bakilirsa cidden gzl sinemada zevki daha bi baska olur tekrar saolun yorumlarla yardiminiz için,,,,. 
";positive
"oyuncular arasindaki diyaloglar bana son derece yapay geldi. biraz gariplik vardi sanki filimde. hane neredeyse scary movie oldu olacakmis benim pek hosuma gitmedi açikçasi.. 
";negative
izleyip izleyebilecegim en berbat harry potter serisiydi 3. bölümden bile kötü...7. bölümde konu nasil toparlanacak çok merak ediyorum hiç merak eden yokmu dambildorun eline olani yüzük ne nerde oldu o olay ya saçmalik abidesiydi.iyiki sinemada izlememisim...umarim 7. bölümü batirmazlar....;negative
"hiç begenmedim,ilk film fena degildi,güzeldi ama bu bir an önce bitsin diye dakika saydim.tavsiye etmem,sikintidan ölecektim.. 
";negative
"basyapit... 
";positive
"çok ama çok güzel bi film bence herkesin mutlaka izlemesi gerekiyo.. özellikle dansi seviyosaniz kesinlikle izleyin..... 
";positive
"bence harika bi film,hayta dair bazi yapilasi gerekn seyleri hatirlatan,duyglu bi film olmus...kesinlikle kaçirmayin!. 
";positive
"bir yüzüklerin efendisi serisi bekleyenler beklentilerini o kadar yüksek tutmasinlar. aksiyonun dozu o kadar yüksek degil ama karakterlere kaniniz isiniyor. benim için zevkle izledigim bir film oldu.. 
";positive
"bence filmde çok gereksiz açik sahneler var.ayrica testere ile kiyaslanacak kadar basarili degil. evet fazla kan oldugu dogru ancak bir gerilim filmi kanli oldugu kadar zekice olmali.yani beni etkilemedi.izledikten sonra hayal kirikligi yasadim.zaman kaybi. 
";negative
"eli roth'un slovokya'yi karalama ve sanki kasaplar sehriymis gibi göstermesinden baska hiç bisey olmayan ,ilkinin yakinindan bile geçemeyen amatör bir çalisma bence.. 
";negative
izlenecek ana renk katacak bir film. fantastik anlamda son yillarda izlenebilecek eni iyi 3 yapimdan biri. hele de michelle pfeifferi fazlasiyla begeneceksiniz. .;positive
"psikolojik gerilim sewenler için ideal bir film.bu filmden sora jessica albaya ayri bir sempati duydum izlemenizi tavsiye ederim . 
";positive
"bence izleyin gercekten güzel bir film. 
";positive
bu hacioglu denilen elemanin sinema sektöründe bir akrabasi falanmi var anlayamadim..birçok projede basrol veriliyor.. 17-18 yasinda gibi duruyor. hiçbir filmde agir rolleri kaldiramiyor.. çilgin dersane tarzinda filmlerde ancak gider diye düsünüyorum...;negative
"her seyine çok emek sarfedilmis bir film. senaryosu, ekibi, makyaji, kostümü ben burdayim diyor.. 
";positive
"hafizlardan asla silinmeyecek bir bas yapit.insanin hayata bakis açisini degistiriyor.... 
";positive
"tam bir hayal kirikligi yasadim.safak sezeri çok severdim ve ona hiç yakismayan bir film olmus bir daha da kolay kolay filmine gitmem.böyle film olmaz arkadaslar tv de yayinlanan dizilere bile daha çok gülüyorum ben.film yapmak için bu filmi yapmislar.. 
";negative
simsicak bir film...hem eglenceli hem hüzünlü.gözyaslariniz bir bakmissiniz gülmekten,bir bakmissiniz hüzünden akicak....10uzerinden 10..;positive
"berbat bi flimdi izledigim en kötülerin basinda geliyorr.... 
";negative
"büyük hevesle gidip, ilk yarisini uyuyarak geçirdigim ikinci yarisinida verdigim paraya yazik olmasin diye izledigim feci film.... 
";negative
"ya biz bu filme gitçess karar veremedik türkçe dublajli güzel mi yoksa kötü mü sizce nassi??????. 
";positive
harika bir film hersey çok mükemmel hele oyuncu kadrodu resmen mükemmel ötesi. batmanin tüm serisi 10 puani hak ediyor. ve arkadaslar bgu kadar acimasiz olmayalim batman in hakettigi puan ne olursa olsun bu degilll. .;positive
"abi dehsete kapiliyorum yaaa.bu nasil oscarlik bir film ,nasil bu puani almis inanamiyorum.bana bir daha türk filmi seyretmeyecegim dedirten bir film.filmde dogru düzgün ne konu var ne konusma var ne diyalog var,bitsin diye dua ediyorsunuz..biri izah etsin bana bu filmin neresi güzel... 
";negative
"cok cok iyi bir filmdi.psikolojinin derinlerine inen zafer ve görkemli savas filmlerini tersten izleten bir film gibi.tebrikler clint amca . 
";positive
"olmus olmus. çok güzel olmus. izlenmez mi bu film ya!. 
";positive
"ismine ve aslina yakismayan bir filim.''bir iki espirili(!) adami ögrenci yaptik adinada hababam sinifi dedik hadi izleyin.'' dozunda yapilmis bir film. 
";negative
"kesinlikle çok basarili ... . 
";positive
"yaaa.ne zaman çikacak bu film.merakla bekliyorummm...fragmani güzel.sanirim bu sefer korkacagiz.... 
";positive
"ben bu filmden hic birsey anlamadim. begendigimi soyleyemem. 
";negative
"küçükken sinemada izledigim bi film kesinlikle mükemmeldi,duygusaldi. 
";positive
"bu film muhtesem kurgusu harika oyunculuklariyla çok iyi bir kaç noktada kurgu hatasi var dediginiz anda devam eden sahneleriyle hemen o bosluklari dolduruyor . 
";positive
"mükemmel bir film! . 
";positive
begendigim 2-3 amerikan filmlerinden biriydi. .;positive
"ne fantastik ne aksiyon nede macera adina hayatimda bu kadar kötü bir film izlemedim.. resmen izdirap oldu.. mantiksizlik yakalamak istiyorsaniz izleyin ama zamana yazik... 
";negative
"siradan bir konu ancak görsel olarak doyurucu.filmde will smith olmasa ne kadar iyi film olurdu tartisilir.sonlara dogru gerilim ve aksiyon tirmaniyor.sikilmadan izlenilebilir ancak konu klasik fazla beklentiniz olmasin.. 
";positive
10 üzerinden 1. artik polat tek basina mekan basmasin türk gençligi bunlar 3-5 kurus kazanacak diye zehirlenmesin..;negative
"ikinci hatta üçüncükez izlemek isteyeceginiz filmlerden biri.. 
";positive
"bu kadar geç izledigimden dolayimidir yoksa gerçekten yeterince iyi olmadigindan mi bilmiyorum ama ben begenmedim filmi.sadece görsel efekt açisindan geçer not aldi benden.genel olarak begenmedim diyebilirim.. 
";negative
"çok etkileyici bir film.ayrica çok mükemmel bir film oldugunu da söylemeden edemeyecegim.... 
";positive
dogrusu filmi begenmeyenleri aklim almiyor bence oyuncular çok iyiydi ve konuda öyle aldigi puani haketmiyor bukadar çok vasat filmin içinde bence sikilmadan ve merak içinde izlenebilinecek bir film bana göre 10 üzerinden 9 bu filmin puani izlemek isteyenlere siddetle tavsiye edilir..;positive
"sikilmadan izleyebileceginiz bi film, sonunu merakla bekliceksiniz. jessica alba her zamanki gibi süper . 
";positive
"filme ilk girdigim an bu filmden bisiy çikmayicagini düsündüm ve suan kendimden utaniyorum film gayet basarili ve alisilmisin disinda bir konu içeriyor korku dolu anlar yasatirken insanlarin günümüzde yaptigi acimasizliklarinida anlatiyor bu yönden filmi çok basarili buldum .. 
";positive
"hiç bi film beni bukadar heyecanlandirmamisti. so n dakikasina kadar meraklandiran düsüncelerinizi yaniltan ender filimlerden. izlemesseniz çok sey kaybedersiniz.. 
";positive
"shyamalan kardesim iyice civittin ve kredini tükettin bi daha sana film çektirmezler haberin olsun.. 
";negative
"izledigim en iyi türk filmi ve izledigim en iyi duygusal film. . keske türk sinemasi daha fazla ""babam ve oglum""lar çikartabilse. 
";positive
film cok iyidi konusuyla kurgusuyla cabuk bitsede tadinda biraktigini söleyebilirim benden 9puan aldi ve hakketti böle filmlere actik son günlerde.;positive
yok böyle bir film..mukemmel ötesi..tüm zamanlarin en iyi filmlerindendir..kuran gibi evrenselligini koruyacaktir..zamanina göre hiç bir ayrintiyi kaçirmamis aksine ince düsünülmüs muhtesem bir filmdir..iyi seyirler../10.;positive
"büyük beklentilerle seyredince daha az zevk aliyorsunuz basta bayagi kafam karmakarisik oldu ama sonra bende cözdüm olayi:)oyuncular cok iyiydi,ilizyonist filmi gibi zannetmsitim bu kesinlikle ondan cok daha iyi ama mükemmel de degil:)yinede izlenilesi bir film belkide scarlett yüzünden 
";positive
3d olarak güzel bir film yani bir sürü 3d sahnesi var bastan sona öyle normal olarak izlediginizde bile 3d oldugunu anliyorsunuz.izle okadar sana bisey kazandirmaz..;negative
"sadece finalini begendim...nedense çogu arkadasim da finalini begenmemis,filmin genelini begenmis...filmi vasat buldum ben...siradan canavar hikayesi gibi...finali sasirtti beni...(). 
";negative
"bir konuyu uzattikça uzatmislar baslarda enteresan gibi gözükse de bitsin diye bekleyeceginiz bir filmle karsi karsiya kalacaksiniz. 
";negative
"her serisindeki gibi bastan sona action sahneleriyle dolu quantum of solace daniel craig bond karakterini güzel oynuyor kaçirilmamasi gereken bir film..... 
";positive
"çok sikici. . 
";negative
10 numara film fazla soze gerek yok.tek kelimeyle basyapit....;positive
"yakin zamanda izledigim en iyi filmdi. 'ah nasil kaçirdim bu filmi sinemada' dedigim bir film... 
";positive
"bu filmi simdi izledim,hikaye ve oyunculuk cok iyi ama ingilizce bilmeyenler izlemesin lutfen:)ceviri ne kadar kötu olabilir bunu da bu filmle kanitlamislar.. 
";negative
"bir iki yerde çok güldüm.fakat bunun disinda pek iyi olmayan bir komedi filmi oldugunu düsünüyorum. . 
";negative
"koptuk saloncak... bir an içinden motorcu olmak geçmedi degil.. bir de en son sahneyi herkesi tutmak için yapmislar yani filmde emegi geçenleri tanitmak için.. çok da güzel olmus ama bulundugum sehirde her seansta ayakta izlenen bir sahne imis bizim gibi.. gülmek isteyenler buyursun.... 
";positive
"bence heyecan werici bi filmdi! zewkle izledim diyebilirim!.... kadro mükemeldi zaten...söze gerek yok!.... izleyin.... 
";positive
"bu filmin kategorisine fantastik macera yazmislar ama bence tam bir çocuk filmi izleyen bebelere keyif verebilir ama beni asiri derecede sikdi. tavsiye etmem . 
";negative
"biraz ucuz bir gerilim filmi olmus gibi geldi bana.maskeleri de biraz komik buldum.zaten konu da yok filmde sadece gerçek hayattan alinmistir deniliyor.güzel eklentilerle süslense imis çok daha basarili olabilirmis aslinda.film yapmak için yapilmis bir film gibi sanki.. 
";negative
"güzel bir sey yapilmaya çalisilmissa da, çok yapay bir film olmus bence, gerçekten çok kötü, birsey katmiyor insana.. 
";negative
"üzgünüm ama vacancy çok daha güzeldi ve tamarayi hala merak ediyorum acaba liv tylerin bi önceki hayatindaki adi miydi?. 
";negative
hotel 1 daha güzel 2 ii pek tavsiye etmem sadece bir sahnesi guzel yada sahneleri kesmisler tek kelimeyle berbat yazik olmus o kadar emege.;negative
"mart donemi malum ask filmler revactakalitesiz bir film paraniza yazik.... 
";negative
"yarisinda biraktim...yorum yazacak kelime dahi bulamiyorum, o kadar kötü yani...yasemin kozanoglu hakikaten 'yetenek fakiri' arkadas...onu filmlerinde oynatanlar ise bence harbiden kötü gise istiyorlar demekki...puan vermeye degmez.... 
";negative
"vampir içerikli filmleri çok severim ve bu film vampirlerim acimasiz dünyasini gösteriyor bir yandan da bu filmde louis için vampirligin bir anlami olmadigi gösteriliyor defalarca izleyecegim bir film tom cruise a vampir olma yakismisti. 
";positive
"vasattan öteye gidemeyen bir yapim olmus. . sadece emily blunt için  filmdeki tek güzel sey  
";negative
"sirf vhopkins için bile olsa bu film izlenir arkadaslar onun oyunculugu bile yeter bence. . 
";positive
izledigim en iyi 10 film arasinda.christian bale ...gerçek bir oyuncu.;positive
"filmi hiç begenmedim, içi bombos ne yazik ki..sacma sapan replikler, savas sahneleri güzel ama hiçbir konu detayli degil.. 
";negative
"ilk tvde izledim,çok begendim.konusu,kiyafetler oyuncular çok güzel.ama bazi sahnelerde insan kumandayi atmak istiyor:)sonu o kadar güzel ki hep duygulaniyorum.sonunu çok güzel baglamislar.. 
";positive
tamamen gisede rekor kirmayi hedefleyen ve bu amaç dogrultusunda milliyetçilik fikrini kullanmis sanat degeri tasimayan sinema filmi demenin yanlis oldugu 1 koyup 5 kazanma planindan baska bir sey degil..;negative
